,Listing,Price,Title,Publisher,Platform,Release Year
59853,Nintendo Gamecube FIFA Soccer 2002 EA Sports,7.95,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59856,FIFA Soccer 2002: Major League Soccer Nintendo GameCube VIDEO GAME COMPLETE ,7.96,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59858,FIFA SOCCER 2002 FOR NINTENDO GAMECUBE CIB Complete G64,9.95,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59862,NINTENDO Nintendo GameCube Game FIFA SOCCER 2002 (PSO013795),8.0,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59863,Fifa Soccer 2002 game for the Nintendo GameCube System GC Complete tested used g,11.37,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59866,2002 FIFA World Cup - Nintendo GameCube w/ Manual,10.99,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59867,2002 FIFA World Cup - CD-ROM - VERY GOOD,12.0,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59868,"NCAA Football 2003 and FIFA Soccer 2003 (Nintendo GameCube, 2002) Complete",10.05,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59870,Fifa 03 Soccer 2003 Game for the GameCube Nintendo System box  used tested grea,9.09,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59871,"FIFA Soccer 2002: Major League Soccer (Nintendo GameCube, 2001)",9.99,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59872,Nintendo GameCube FIFA Soccer 2002: Major League Soccer (COMPLETE),12.9,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59877,FIFA Soccer 2002 Nintendo GameCube ,7.99,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59880,FIFA 2003 [Gamecube],10.69,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59881,FIFA Soccer 2003 For Nintendo GameCube-No Manual,8.99,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59882,FIFA Soccer 2002 Major League Soccer EA Sport Nintendo Gamecube EX+NM condition/,7.99,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59883,"FIFA Soccer 2002: Major League Soccer (GameCube, 2001) GAME DISC AND CASE TESTED",8.9,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59886,"FIFA Soccer 2002: Major League Soccer (Nintendo GameCube, 2001) Complete ",7.49,FIFA Soccer 2002,Electronic Arts,Gamecube,2001
59887,"FIFA Soccer 2004 (Nintendo GameCube, 2003)",10.95,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59888,"FIFA Soccer 2003 GameCube,GameCube Video Games",7.1,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59891,FIFA Soccer 2003 Nintendo Gamecube TESTED Complete w/ Manual Tested! Ships free!,9.0,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59892,"FIFA Soccer 2003 (Nintendo GameCube, 2003)  *No Manual*",7.6,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59897,"FIFA Soccer 2004 (Nintendo GameCube, 2003)",10.45,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59898,"NCAA Football 2003 and FIFA Soccer 2003 (Nintendo GameCube, 2002) Complete",10.05,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59901,FIFA Soccer 2003 EA Sports Nintendo Gamecube EX+NM condition COMPLETE!,12.99,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59903,Fifa 03 Soccer 2003 Game for the GameCube Nintendo System box  used tested grea,9.09,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59905,FIFA Soccer 2003 For Nintendo GameCube-No Manual,8.99,FIFA Soccer 2003•FIFA Football 2003PAL,EA Sports,Gamecube,2002
59906,"FIFA Soccer 2004 (Nintendo GameCube, 2003)",10.95,FIFA Soccer 2004•FIFA Football 2004PAL,EA Sports,Gamecube,2003
59908,"FIFA Soccer 2004 (Nintendo GameCube, 2003)",10.45,FIFA Soccer 2004•FIFA Football 2004PAL,EA Sports,Gamecube,2003
59914,Nintendo GameCube FIFA SOCCER 2004 04 TESTED CIB COMPLETE IN BOX MANUAL,14.99,FIFA Soccer 2004•FIFA Football 2004PAL,EA Sports,Gamecube,2003
59915,"FIFA Soccer 2005 (Nintendo GameCube, 2004)",9.99,FIFA Soccer 2004•FIFA Football 2004PAL,EA Sports,Gamecube,2003
59916,Fifa Soccer 2004 (Nintendo Gamecube) Complete GREAT Shape,10.99,FIFA Soccer 2004•FIFA Football 2004PAL,EA Sports,Gamecube,2003
59923,"NCAA Football 2003 and FIFA Soccer 2003 (Nintendo GameCube, 2002) Complete",10.05,FIFA Soccer 2004•FIFA Football 2004PAL,EA Sports,Gamecube,2003
59926,FIFA Soccer 2005 - Nintendo GameCube GCN,9.49,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59929,"FIFA Soccer 06 (Nintendo GameCube, 2005) CIB + MANUAL FAST FREE SHIPPING! Nice!",12.99,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59931,Fifa Soccer 2005 (Nintendo Gamecube) Complete,11.49,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59933,"FIFA Soccer 2005 (Nintendo GameCube, 2004)",9.99,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59936,FIFA Soccer 06 (Nintendo GameCube or Wii 2005) Complete Disc Case & Manual Works,13.99,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59937,"FIFA Soccer 06 (Nintendo GameCube, 2005) Great Condition. Complete in box. ",12.99,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59941,FIFA SOCCER 2005 - Gamecube Video Games Used - Good [ Video Game ],9.22,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59943,FIFA Soccer 2005 (Nintendo Gamecube) Case & Disc Free Shipping,10.99,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59944,FIFA Soccer 2005 Nintendo GameCube with Manual Complete Tested Working Disc,11.76,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59945,"NCAA Football 2003 and FIFA Soccer 2003 (Nintendo GameCube, 2002) Complete",10.05,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59947,"FIFA Soccer 06 (Nintendo GameCube, 2005) Tested & Working!",8.9,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59948,FIFA SOCCER 06 Authentic NINTENDO GAMECUBE System 2005 Game Disc in case VG cond,10.99,FIFA Soccer 2005•FIFA Football 2005PAL,EA Sports,Gamecube,2004
59953,"FIFA Street (Microsoft Xbox, 2005) with manual",13.75,FIFA Street,EA Sports,Gamecube,2005
59954,"FIFA Street 2 (Microsoft Xbox, 2006)",9.99,FIFA Street,EA Sports,Gamecube,2005
59957,FIFA Street 3 PS3 PlayStation 3 Complete,14.0,FIFA Street,EA Sports,Gamecube,2005
59962,"FIFA Street 2 (Microsoft Xbox, 2006) Tested Resurfaced",9.99,FIFA Street,EA Sports,Gamecube,2005
59964,FIFA Street - Xbox 360,11.96,FIFA Street,EA Sports,Gamecube,2005
59965,"FIFA Street (Sony PlayStation 3, 2012) K1",11.0,FIFA Street,EA Sports,Gamecube,2005
59970,"FIFA Street 3 (Microsoft Xbox 360, 2008) Complete CIB Tested",9.99,FIFA Street,EA Sports,Gamecube,2005
59971,"FIFA Street Complete Tested (Microsoft Xbox 360, 2012)",11.59,FIFA Street,EA Sports,Gamecube,2005
59972,"FIFA Street (Sony PlayStation 2, 2005)",12.99,FIFA Street,EA Sports,Gamecube,2005
59974,"FIFA Street (Microsoft Xbox 360, 2012) CIB, Nice Condition!",10.99,FIFA Street,EA Sports,Gamecube,2005
59975,"FIFA Street (Microsoft Xbox, 2005) COMPLETE w/ Manual *VERY GOOD*",11.99,FIFA Street,EA Sports,Gamecube,2005
59976,FIFA STREET soccer game complete w/ manual for Original MICROSOFT XBOX,12.99,FIFA Street,EA Sports,Gamecube,2005
59981,FIFA Street (Microsoft Xbox) COMPLETE! SUPERB CONDITION! SHIPS FREE 🔥 ,10.49,FIFA Street,EA Sports,Gamecube,2005
59983,FIFA STREET soccer game complete in case w/ manual for Microsoft XBOX 360 system,9.84,FIFA Street,EA Sports,Gamecube,2005
59984,Very Good - Authentic - USA - Works 100% - FIFA Street Playstation 3 PS3,10.79,FIFA Street,EA Sports,Gamecube,2005
59985,FIFA Street | Xbox 360,12.99,FIFA Street,EA Sports,Gamecube,2005
59986,Fifa Street  (Microsoft Xbox) Complete ,9.79,FIFA Street,EA Sports,Gamecube,2005
59987,CIB XBox FIFA Street 2 Complete In Box,13.99,FIFA Street,EA Sports,Gamecube,2005
59988,"FIFA Street 3 (Sony PlayStation 3, 2008) Complete Tested Working - Free Ship",11.95,FIFA Street,EA Sports,Gamecube,2005
59991,FIFA STREET 3  XBOX 360 TESTED WORKING GAME FREE SHIP ,14.95,FIFA Street,EA Sports,Gamecube,2005
59995,FIFA Street 2 Xbox W/ Case & Manual Disc Good Condition,11.99,FIFA Street,EA Sports,Gamecube,2005
59996,PS3 PlayStation 3 FIFA Street TESTED,9.99,FIFA Street,EA Sports,Gamecube,2005
59998,"FIFA Street 3 (Microsoft Xbox 360, 2008) Tested",9.95,FIFA Street,EA Sports,Gamecube,2005
59999,"FIFA Street (Sony PlayStation 3, 2012)",9.95,FIFA Street,EA Sports,Gamecube,2005
60001,"FIFA Street (Microsoft Xbox, 2005) CIB! Complete! W/ Manual! Ships Free!",9.49,FIFA Street,EA Sports,Gamecube,2005
60002,FIFA Street PS3,12.0,FIFA Street,EA Sports,Gamecube,2005
60003,PS3 FIFA Street Playstation 3 - Tested,12.99,FIFA Street,EA Sports,Gamecube,2005
60005,FIFA Street - Playstation 3,12.05,FIFA Street,EA Sports,Gamecube,2005
60008,"FIFA Street (Microsoft Xbox 360, 2012)",9.95,FIFA Street,EA Sports,Gamecube,2005
60010,"FIFA Street (Sony PlayStation 3, 2012) Complete",10.99,FIFA Street,EA Sports,Gamecube,2005
60011,FIFA Street - Playstation 3,12.06,FIFA Street,EA Sports,Gamecube,2005
60015,"FIFA Street 3 (Microsoft Xbox 360, 2008)",9.0,FIFA Street,EA Sports,Gamecube,2005
60019,"FIFA Street (Sony PlayStation 2, 2005)",9.49,FIFA Street,EA Sports,Gamecube,2005
60023,Playstation 2 - FIFA Street 2,10.45,FIFA Street,EA Sports,Gamecube,2005
60025,"FIFA Street 2 (GameCube, 2006) Game & Case - No Manual - Tested w/ Free Shipping",29.97,FIFA Street 2,EA Sports,Gamecube,2006
60026,"FIFA Street 2 (Nintendo GameCube, 2006)",34.99,FIFA Street 2,EA Sports,Gamecube,2006
60028,"FIFA Street 2 (Nintendo GameCube, 2006)",26.99,FIFA Street 2,EA Sports,Gamecube,2006
60031,"FIFA Street Soccer Complete in Case w/ Manual Nintendo GameCube, Nice.",29.99,FIFA Street 2,EA Sports,Gamecube,2006
60032,"NFL Street 2 (Nintendo GameCube, 2004)",44.0,FIFA Street 2,EA Sports,Gamecube,2006
60037,NBA Street Volume 2,34.53,FIFA Street 2,EA Sports,Gamecube,2006
60038,"NFL Street 2 (Nintendo GameCube, 2004) COMPLETE CIB Tested - VGC",44.99,FIFA Street 2,EA Sports,Gamecube,2006
60042,NBA Street Volume 2 (Nintendo GameCube) Tested And Working! ,26.99,FIFA Street 2,EA Sports,Gamecube,2006
60044,NBA Street Volume 2,34.44,FIFA Street 2,EA Sports,Gamecube,2006
60045,"NFL Street 2 (Nintendo GameCube GCN, 2004) COMPLETE CIB Tested & Cleaned!",48.99,FIFA Street 2,EA Sports,Gamecube,2006
60047,FIFA Street - Gamecube,28.78,FIFA Street 2,EA Sports,Gamecube,2006
60048,NFL Street 2 Nintendo Gamecube 2004 - Complete CIB - Tested - Authentic,49.95,FIFA Street 2,EA Sports,Gamecube,2006
60052,"Fight Night Round 2, Madden 2002, Nascar, Strike Force Bowling, FIFA, Gamecube",44.99,FIFA Street 2,EA Sports,Gamecube,2006
60053,NFL Street 2 Football Black Label EA Nintendo Gamecube COMPLETE! POLISHED DISC  ,46.66,FIFA Street 2,EA Sports,Gamecube,2006
60062,"NBA Street Vol. 2 (Nintendo GameCube, 2003) Complete Players Choice",37.0,FIFA Street 2,EA Sports,Gamecube,2006
60072,Fight Night Round 2 w Super Punch-out Nintendo Gamecube EX+NM cnd disc COMPLETE-,27.99,Fight Night Round 2,EA Sports,Gamecube,2005
60074,Japan Import Nintendo GameCube Fight Night Round 2  US Seller Tested,34.99,Fight Night Round 2,EA Sports,Gamecube,2005
60076,Fight Night Round 2 - Gamecube - Video Game By Artist Not Provided - VERY GOOD,44.88,Fight Night Round 2,EA Sports,Gamecube,2005
60077,Fight Night Round 2 (Nintendo Gamecube) Complete Free Shipping Super Punch Out,29.99,Fight Night Round 2,EA Sports,Gamecube,2005
60079,Fight Night Round 2 Gamecube Game Cube Wii,35.01,Fight Night Round 2,EA Sports,Gamecube,2005
60080,Nintendo GameCube game Fight Night Round 2 boxed,32.63,Fight Night Round 2,EA Sports,Gamecube,2005
60084,Final Fantasy Crystal Chronicles Nintendo GameCube Video Game Complete,17.09,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60085,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) *READ*",17.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60086,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004)",14.0,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60087,Final Fantasy Crystal Chronicles Nintendo Gamecube w/Case Authentic,19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60088,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) Complete CIB Tested",19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60091,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) CIB Tested",19.95,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60092,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004)",17.9,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60094,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004)",14.95,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60096,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) Tested Complete",18.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60097,Final Fantasy: Crystal Chronicles (Nintendo GameCube 2004) Complete Authentic US,19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60098,Final Fantasy: Crystal Chronicles - Gamecube Original Case,19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60099,"No Game Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) Only Case",14.95,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60103,"*USED* Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) NO MANUAL",15.5,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60111,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004)",19.95,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60113,Final Fantasy Crystal Chronicles - NO MANUAL - Nintendo Gamecube 2004 - RPG,19.87,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60121,Final Fantasy Crystal Chronicles - JPN GameCube - Free US Shipping!,16.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60122,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) CIB",19.9,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60123,Final Fantasy: Crystal Chronicles - Nintendo GameCube Complete In Box Free Ship,19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60127,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) CIB Tested",22.49,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60130,Japan Import Nintendo GameCube Final Fantasy Crystal Chronicles CIB,14.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60134,Final Fantasy: Crystal Chronicles (Nintendo GameCube) Excellent Condt No Manual,16.1,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60136,Final Fantasy Crystal Chronicles Nintendo Gamecube Complete Free Ship,23.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60138,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) Complete - T604",19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60139,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) Complete",19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60143,Final Fantasy: Crystal Chronicles Nintendo GameCube Game w/ Manual TESTED,24.97,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60147,Final Fantasy Crystal Chronicles Nintendo Power GameCube Poster 11 x 23 2004,19.99,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60150,"Final Fantasy: Crystal Chronicles (Nintendo GameCube, 2004) NO Manual",18.5,Final Fantasy Crystal Chronicles,Nintendo,Gamecube,2003
60155,Disney Pixar Finding Nemo NINTENDO GAMECUBE GAME Tested ++ WORKING,9.99,Finding Nemo,THQ,Gamecube,2003
60157,"Finding Nemo Player's Choice (Nintendo GameCube, 2004) game",10.97,Finding Nemo,THQ,Gamecube,2003
60159,"Finding Nemo (Nintendo GameCube, 2004)  CIB",8.0,Finding Nemo,THQ,Gamecube,2003
60161,Finding Nemo Nintendo GameCube Complete in Box,7.98,Finding Nemo,THQ,Gamecube,2003
60162,"Disney - Pixar Finding Nemo (Nintendo GameCube, 2004) Complete w/Manual Tested",9.99,Finding Nemo,THQ,Gamecube,2003
60163,"Finding Nemo Player's Choice (Nintendo GameCube, 2004)",9.95,Finding Nemo,THQ,Gamecube,2003
60165,"Finding Nemo Player's Choice (Nintendo GameCube, 2004) game",11.99,Finding Nemo,THQ,Gamecube,2003
60168,Finding Nemo Nintendo GameCube,9.99,Finding Nemo,THQ,Gamecube,2003
60170,Finding Nemo Nintendo Gamecube Game,8.0,Finding Nemo,THQ,Gamecube,2003
60173,Finding Nemo Nintendo GameCube Video Game No Manual,8.99,Finding Nemo,THQ,Gamecube,2003
60175,"Finding Nemo (Nintendo GameCube, 2003) Includes Case (no Manual)",7.95,Finding Nemo,THQ,Gamecube,2003
60176,"Finding Nemo (Nintendo GameCube, 2003) CIB Tested Working Free Shipping",9.99,Finding Nemo,THQ,Gamecube,2003
60177,Finding Nemo (2004) - Nintendo Gamecube - Complete- Very Good,8.98,Finding Nemo,THQ,Gamecube,2003
60178,Disney Pixar Finding Nemo Nintendo GAMECUBE CIB Tested Working - Free Shipping,9.95,Finding Nemo,THQ,Gamecube,2003
60180,"Finding Nemo, Nintendo Gamecube, Tested",8.99,Finding Nemo,THQ,Gamecube,2003
60181,Finding Nemo Nintendo Gamecube Game Complete,11.99,Finding Nemo,THQ,Gamecube,2003
60184,Disney Pixar Finding Nemo Nintendo GameCube 2004 Tested,12.0,Finding Nemo,THQ,Gamecube,2003
60190,"Finding Nemo Player's Choice (Nintendo GameCube, 2004)",9.99,Finding Nemo,THQ,Gamecube,2003
60191,"Finding Nemo Player's Choice (Nintendo GameCube, 2004)",11.0,Finding Nemo,THQ,Gamecube,2003
60193,Finding Nemo ORIGINAL (Nintendo Gamecube) w/ Case,7.39,Finding Nemo,THQ,Gamecube,2003
60194,"Finding Nemo Player's Choice (Nintendo GameCube, 2004) Free Shipping ",10.99,Finding Nemo,THQ,Gamecube,2003
60195,"Finding Nemo Complete (Nintendo GameCube, 2004) No Manual, Good Condition!",8.49,Finding Nemo,THQ,Gamecube,2003
60198,Finding Nemo Nintendo Gamecube 2003 Disney Pixar,7.64,Finding Nemo,THQ,Gamecube,2003
60199,"Finding Nemo Player's Choice (Nintendo GameCube, 2004)  With Manual",8.99,Finding Nemo,THQ,Gamecube,2003
60200,Finding Nemo Disney Pixar (Nintendo Gamecube) Complete Free Shipping,10.99,Finding Nemo,THQ,Gamecube,2003
60201,"Finding Nemo (Nintendo GameCube, 2004) Complete GC CIB nice Disney Pixar Dory",10.39,Finding Nemo,THQ,Gamecube,2003
60205,Finding Nemo Player's Choice Disney Pixar Nintendo GameCube ,9.99,Finding Nemo,THQ,Gamecube,2003
60206,Finding Nemo Nintendo GameCube Game Disc w/ Case NO MANUAL Tested,9.95,Finding Nemo,THQ,Gamecube,2003
60208,Disney Pixar Finding Nemo Nintendo GameCube 2004,9.97,Finding Nemo,THQ,Gamecube,2003
60209,Disney Finding Nemo (Nintendo GameCube 2004) Complete Pre-owned,8.0,Finding Nemo,THQ,Gamecube,2003
60210,"Disney - Pixar Finding Nemo (Nintendo GameCube, 2004) Complete w/Manual Tested",9.99,Finding Nemo,THQ,Gamecube,2003
60211,"Finding Nemo Player's Choice (Nintendo GameCube, 2004)",8.99,Finding Nemo,THQ,Gamecube,2003
60212,"Disney Pixar Finding Nemo (Nintendo GameCube, 2004) Complete and Tested",8.39,Finding Nemo,THQ,Gamecube,2003
60215,"Finding Nemo  (Nintendo GameCube, 2004)",7.99,Finding Nemo,THQ,Gamecube,2003
60217,Finding Nemo With Manual (Nintendo GameCube),10.99,Finding Nemo,THQ,Gamecube,2003
60218,Nintendo GameCube Finding Nemo *Complete/Tested/Working*,9.99,Finding Nemo,THQ,Gamecube,2003
60221,"Finding Nemo Player's Choice (Nintendo GameCube, 2004)",8.99,Finding Nemo,THQ,Gamecube,2003
60222,"FINDING NEMO- (Nintendo GameCube Game, 2004) - FREE SHIPPING",8.89,Finding Nemo,THQ,Gamecube,2003
60224,"Disney’s Finding Nemo (Nintendo GameCube, 2004) Complete",11.99,Finding Nemo,THQ,Gamecube,2003
60227,"Disney Pixar Finding Nemo (Nintendo GameCube, 2004)  shelf89",9.9,Finding Nemo,THQ,Gamecube,2003
60228,Fire Blade Nintendo Gamecube w/Case Authentic,16.99,Fire Blade,Midway Games,Gamecube,2002
60229,"FireBlade (Nintendo GameCube, 2003) Midway Game COMPLETE Tested & Working",19.95,Fire Blade,Midway Games,Gamecube,2002
60230,"Fire Blade (Nintendo GameCube, GCN, 2003) CIB Complete with Case And Manual",19.99,Fire Blade,Midway Games,Gamecube,2002
60232,"FireBlade (Nintendo GameCube, 2003)",18.99,Fire Blade,Midway Games,Gamecube,2002
60237,Fire Emblem Path of Radiance Nintendo Gamecube Complete CIB Authentic,309.99,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60238,"FIRE EMBLEM PATH OF RADIANCE (Nintendo GAMECUBE, 2005) COMPLETE RARE",324.99,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60240,Fire Emblem Path Of Radiance (Nintendo Gamecube) Complete Great Shape,309.99,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60242,Fire Emblem: Path of Radiance ☆☆ Complete (Nintendo Gamecube) game,324.99,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60245,Fire Emblem: Path of Radiance - Gamecube,272.52,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60247,"Fire Emblem: Path of Radiance (Nintendo GameCube, 2005) COMPLETE, UBER RARE!",309.95,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60250,Fire Emblem: Path of Radiance - Gamecube,272.77,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60255,"Fire Emblem: Path of Radiance (GameCube, 2005) (No Manual) Read Description ",299.99,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60258,Fire Emblem: Path of Radiance NTSC-J - Souen no Kiseki GameCube *US Shipping*,76.62,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60259,"Fire Emblem: Path of Radiance (GameCube, 2005) *CDN cover art* *fast US ship*",273.85,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60260,Gamecube Fire Emblem Path of Radiance Game Music Soundtrack Promotional #10007,99.9,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60263,Fire Emblem Path of Radiance Trajectory Of Blue Flame Nintendo GameCube From JP,76.7,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60264,Fire Emblem Path of Radiance Souen no Kiseki Nintendo GameCube Software,96.99,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60266,Game Cube Fire Emblem Trail Of The Blue Flame With Map Gamecube Gc Path Radiance,95.0,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60267,Game Cube Fire Emblem Trail Of The Blue Flame Gamecube Gc Path Radiance with map,80.7,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60269,Gamecube Interactive Multi-Game Demo Disc Version 33 Pokemon XD Fire Emblem USA,119.95,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60270,Interactive Multi-Game Demo Disc Version 33 Gamecube Pokemon XD Fire Emblem,149.99,Fire Emblem: Path of Radiance,Nintendo,Gamecube,2005
60275,Flushed Away Dreamworks Disney  Nintendo GameCube Tested / Working Game,10.99,Flushed Away,Other,Gamecube,2006
60277,"Flushed Away (Nintendo GameCube, 2006) CIB",12.0,Flushed Away,Other,Gamecube,2006
60278,"Flushed Away (Nintendo GameCube, 2006)",12.99,Flushed Away,Other,Gamecube,2006
60279,Flushed Away (Nintendo GameCube) Complete ,12.99,Flushed Away,Other,Gamecube,2006
60283,Flushed Away Nintendo GameCube 2006,11.0,Flushed Away,Other,Gamecube,2006
60285,Flushed Away (Nintendo Gamecube) Complete Free Shipping Excellent,12.5,Flushed Away,Other,Gamecube,2006
60289,"Flushed Away (Nintendo GameCube, 2006)",9.99,Flushed Away,Other,Gamecube,2006
60291,"Flushed Away (Nintendo GameCube, 2006)-CIB",10.95,Flushed Away,Other,Gamecube,2006
60296,"Freaky Flyers, Nintendo GameCube, 2003, Disk 2 Only",20.0,Freaky Flyers,Midway Games,Gamecube,2003
60297,"Freaky Flyers DISC 1 ONLY (Nintendo GameCube, 2003)",28.48,Freaky Flyers,Midway Games,Gamecube,2003
60301,"Freedom Fighters (Nintendo GameCube, 2003) Complete",22.0,Freedom Fighters,Electronic Arts,Gamecube,2003
60304,Freedom Fighters Nintendo GameCube Video Game Complete,21.12,Freedom Fighters,Electronic Arts,Gamecube,2003
60310,"Freedom Fighters (Nintendo GameCube, 2003) Loose",20.66,Freedom Fighters,Electronic Arts,Gamecube,2003
60311,"Freekstyle (Nintendo GameCube, 2002) COMPLETE! Tested & Working!",19.99,Freekstyle,EA Sports,Gamecube,2002
60312,Freekstyle Big Air Freestyle (Nintendo Gamecube 2002) No Manual TESTED,19.5,Freekstyle,EA Sports,Gamecube,2002
60313,Freekstyle,21.57,Freekstyle,EA Sports,Gamecube,2002
60316,Nintendo Gamecube GC Game Freestyle CIB Complete In Box ,18.0,Freekstyle,EA Sports,Gamecube,2002
60318,Freekstyle,21.65,Freekstyle,EA Sports,Gamecube,2002
60321,Freekstyle,21.57,Freekstyle,EA Sports,Gamecube,2002
60327,"Freestyle Metal X (Nintendo GameCube, 2003) No Manual! Tested & Working!",14.99,Freestyle MetalX,Midway Games,Gamecube,2003
60328,Freestyle Metal X Nintendo GameCube Video Game Complete Box Broken,20.0,Freestyle MetalX,Midway Games,Gamecube,2003
60331,Freestyle Street Soccer Blockbuster Exclusive Nintendo GameCube Game and Case,12.71,Freestyle Street Soccer•Urban Freestyle SoccerPAL,Other,Gamecube,2004
